,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.833,21.0,13.857,4.0,13.857,23.0,17.0,16.0,19.0
2,21673.0,22168.0,80254.0,102159.0,105732.0,106737.0,113638.0,113638.0,113638.0
3,26.0,23.0,26.0,24.0,31.0,19.0,27.0,25.0,28.0
4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0
5,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0
6,1570.0,1905.0,1987.0,1711.0,654.0,1245.0,1807.0,0.0,1886.0
7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,15.0,19.0,21.0,33.0,30.0,13.0,30.0,5.0,24.0
9,10.0,8.0,12.0,4.0,10.0,8.0,5.0,10.0,9.0
10,1570.0,1905.0,1987.0,1711.0,2614.0,1245.0,1807.0,609.0,1886.0
11,62.0,96.0,88.0,83.0,97.0,74.0,78.0,16.0,75.0
12,10.0,4.0,10.0,13.0,1.0,9.0,11.0,27.0,8.0
13,74.0,61.0,68.0,63.0,84.0,50.0,71.0,78.0,74.0
14,4.0,3.0,6.0,5.0,13.0,1.0,5.0,4.0,12.0
15,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16,62.0,48.0,62.0,42.0,52.0,32.0,30.0,72.0,50.0
17,31.0,30.0,15.0,21.0,23.0,47.0,33.0,16.0,21.0
18,8.0,22.0,23.0,38.0,26.0,21.0,37.0,12.0,29.0
