,2019-2020,2020-2021,2021-2022
1,24.0,20.0,15.0
2,13669.0,15481.0,229745.0
3,24.0,7.0,10.0
4,7.0,4.0,4.0
5,1.0,0.0,0.0
6,147.0,108.0,84.0
7,0.0,0.0,0.0
8,14.0,4.0,4.0
9,7.0,2.0,2.0
10,1027.0,431.0,336.0
11,46.0,86.0,30.0
12,22.0,1.0,7.0
13,63.0,18.0,26.0
14,2.0,1.0,0.0
15,1.0,0.0,0.0
16,63.0,43.0,50.0
17,17.0,29.0,20.0
18,21.0,29.0,30.0
