,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.3,13.3,11.0,2.5,20.0,17.0,16.0
2,10079.0,8762.0,15086.0,15250.0,15316.0,24374.0,24374.0
3,6.0,33.0,35.0,35.0,31.0,34.0,29.0
4,0.0,5.0,5.0,2.0,2.0,2.0,1.0
5,0.0,4.0,3.0,6.0,2.0,3.0,3.0
6,0.0,522.0,601.0,1511.0,1168.0,1356.0,2371.0
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,7.0,27.0,33.0,38.0,31.0,27.0,34.0
9,2.0,15.0,11.0,8.0,8.0,10.0,8.0
10,449.0,2609.0,3005.0,3022.0,2336.0,2712.0,2371.0
11,83.0,88.0,94.0,100.0,90.0,94.0,97.0
12,13.0,7.0,4.0,1.0,10.0,6.0,6.0
13,33.0,87.0,92.0,92.0,82.0,89.0,76.0
14,0.0,5.0,4.0,4.0,3.0,5.0,9.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,17.0,61.0,43.0,54.0,65.0,68.0,34.0
17,67.0,24.0,34.0,20.0,19.0,21.0,34.0
18,17.0,15.0,23.0,26.0,16.0,12.0,31.0
