,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,24.0,34.0,26.0,23.0,19.0,19.0,31.0,24.0,19.0
2,206540.0,181639.0,278678.0,471266.0,713117.0,713117.0,713117.0,928205.0,928205.0
3,26.0,33.0,34.0,30.0,20.0,17.0,15.0,18.0,22.0
4,9.0,22.0,24.0,13.0,19.0,15.0,13.0,9.0,13.0
5,8.0,7.0,14.0,11.0,13.0,7.0,6.0,5.0,6.0
6,193.0,117.0,127.0,204.0,94.0,96.0,102.0,157.0,142.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17.0,17.0,26.0,26.0,16.0,14.0,11.0,15.0,23.0
9,11.0,19.0,16.0,10.0,9.0,6.0,9.0,7.0,5.0
10,1735.0,2566.0,3056.0,2649.0,1785.0,1442.0,1320.0,1417.0,1850.0
11,73.0,88.0,100.0,100.0,100.0,94.0,100.0,83.0,100.0
12,7.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
13,68.0,87.0,89.0,79.0,53.0,45.0,56.0,47.0,58.0
14,6.0,6.0,6.0,7.0,5.0,2.0,3.0,6.0,10.0
15,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
16,73.0,79.0,76.0,70.0,90.0,82.0,87.0,61.0,64.0
17,12.0,9.0,9.0,20.0,5.0,12.0,7.0,11.0,18.0
18,15.0,12.0,15.0,10.0,5.0,6.0,7.0,28.0,18.0
