,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,4.8,4.8,9.0
2,4941.0,4941.0,3459.0,29480.0
3,23.0,15.0,34.0,29.0
4,2.0,1.0,4.0,0.0
5,0.0,3.0,1.0,2.0
6,666.0,991.0,651.0,0.0
7,0.0,0.0,0.0,0.0
8,18.0,14.0,41.0,21.0
9,5.0,4.0,13.0,8.0
10,1332.0,991.0,2603.0,981.0
11,70.0,73.0,94.0,31.0
12,15.0,10.0,3.0,27.0
13,61.0,54.0,89.0,78.0
14,3.0,4.0,7.0,3.0
15,0.0,0.0,0.0,0.0
16,22.0,40.0,35.0,48.0
17,13.0,33.0,18.0,24.0
18,65.0,27.0,47.0,28.0
