,2019-2020,2020-2021,2021-2022
1,13.0,19.0,22.0
2,19763.0,19763.0,19763.0
3,24.0,26.0,24.0
4,2.0,3.0,1.0
5,1.0,1.0,3.0
6,1015.0,585.0,1906.0
7,0.0,0.0,0.0
8,19.0,13.0,11.0
9,7.0,12.0,17.0
10,2029.0,1755.0,1906.0
11,100.0,65.0,96.0
12,1.0,16.0,1.0
13,96.0,76.0,71.0
14,3.0,3.0,4.0
15,0.0,0.0,0.0
16,71.0,85.0,75.0
17,8.0,8.0,13.0
18,21.0,8.0,13.0
