,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.833,4.0,22.0,21.875,30.0,29.0,18.0,24.0,33.0
2,8416.0,23782.0,25000.0,40000.0,42820.0,45000.0,45000.0,45000.0,60000.0
3,30.0,33.0,16.0,34.0,31.0,12.0,28.0,9.0,7.0
4,5.0,8.0,5.0,7.0,6.0,3.0,4.0,0.0,3.0
5,0.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
6,258.0,269.0,134.0,209.0,328.0,123.0,179.0,0.0,44.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.0,25.0,8.0,18.0,31.0,2.0,12.0,0.0,0.0
9,15.0,13.0,5.0,11.0,6.0,7.0,11.0,2.0,4.0
10,1290.0,2155.0,670.0,1466.0,1967.0,370.0,715.0,186.0,133.0
11,40.0,67.0,44.0,41.0,71.0,33.0,25.0,22.0,0.0
12,18.0,13.0,16.0,24.0,9.0,21.0,30.0,24.0,18.0
13,79.0,87.0,42.0,89.0,97.0,32.0,74.0,24.0,18.0
14,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,43.0,45.0,44.0,53.0,13.0,75.0,82.0,33.0,86.0
17,33.0,21.0,25.0,29.0,48.0,25.0,7.0,33.0,0.0
18,23.0,33.0,31.0,18.0,39.0,0.0,11.0,33.0,14.0
