,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,17.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,17.0
2,24391.0,13571.0,11940.0,11463.0,20422.0,30188.0,54842.0,54842.0,76252.0
3,7.0,13.0,32.0,36.0,38.0,38.0,37.0,37.0,32.0
4,0.0,0.0,2.0,4.0,4.0,0.0,3.0,2.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
6,0.0,0.0,1439.0,810.0,855.0,0.0,1103.0,1626.0,0.0
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,10.0,24.0,45.0,38.0,63.0,59.0,44.0,40.0,44.0
9,1.0,2.0,6.0,11.0,7.0,10.0,10.0,10.0,10.0
10,443.0,1084.0,2877.0,3240.0,3420.0,3420.0,3309.0,3252.0,2813.0
11,71.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
13,44.0,34.0,84.0,95.0,100.0,100.0,97.0,97.0,84.0
14,2.0,0.0,8.0,3.0,2.0,3.0,4.0,3.0,8.0
15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
16,14.0,23.0,34.0,44.0,34.0,29.0,46.0,62.0,59.0
17,14.0,38.0,31.0,33.0,18.0,26.0,22.0,16.0,9.0
18,71.0,38.0,34.0,22.0,47.0,45.0,32.0,22.0,31.0
