,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,21.0,26.0,10.0,23.0,24.0
2,3000.0,14164.0,15000.0,15000.0,14987.0
3,3.0,23.0,17.0,2.0,21.0
4,0.0,7.0,1.0,0.0,2.0
5,0.0,0.0,0.0,0.0,4.0
6,0.0,92.0,630.0,0.0,454.0
7,0.0,0.0,0.0,0.0,0.0
8,3.0,11.0,7.0,0.0,11.0
9,0.0,3.0,5.0,1.0,7.0
10,145.0,642.0,630.0,71.0,908.0
11,67.0,22.0,41.0,0.0,48.0
12,5.0,22.0,20.0,6.0,13.0
13,8.0,70.0,45.0,5.0,68.0
14,0.0,0.0,1.0,0.0,2.0
15,0.0,0.0,0.0,0.0,0.0
16,67.0,26.0,47.0,0.0,62.0
17,0.0,48.0,29.0,50.0,24.0
18,33.0,26.0,24.0,50.0,14.0
