,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,5.0,27.0,17.0,17.0
2,16403.0,21212.0,32823.0,57642.0,42820.0,92228.0
3,33.0,33.0,33.0,32.0,33.0,33.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,2.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,39.0,52.0,27.0,34.0,30.0,34.0
9,9.0,6.0,16.0,10.0,15.0,10.0
10,2970.0,2970.0,2925.0,2880.0,2970.0,2966.0
11,100.0,100.0,100.0,100.0,100.0,100.0
12,0.0,1.0,0.0,0.0,0.0,0.0
13,97.0,97.0,97.0,94.0,97.0,97.0
14,1.0,1.0,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,58.0,45.0,58.0,50.0,58.0,52.0
17,21.0,24.0,27.0,38.0,24.0,21.0
18,21.0,30.0,15.0,13.0,18.0,27.0
