,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,27.0,28.0,29.0,4.0,6.0,3.625,3.625,3.625,3.625
2,69599.0,67787.0,65350.0,46575.0,48782.0,49243.0,24704.0,24704.0,24704.0
3,29.0,27.0,23.0,33.0,33.0,36.0,21.0,9.0,34.0
4,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0
5,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
6,1208.0,0.0,2064.0,0.0,2919.0,3226.0,1890.0,387.0,0.0
7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,18.0,12.0,28.0,32.0,50.0,31.0,26.0,10.0,30.0
9,15.0,19.0,7.0,10.0,7.0,16.0,3.0,3.0,14.0
10,2416.0,2001.0,2064.0,2970.0,2919.0,3226.0,1890.0,774.0,2871.0
11,93.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0
12,2.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0
13,85.0,79.0,74.0,92.0,87.0,95.0,75.0,24.0,89.0
14,4.0,5.0,6.0,5.0,9.0,11.0,7.0,2.0,6.0
15,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0
16,86.0,74.0,35.0,61.0,33.0,42.0,38.0,56.0,53.0
17,10.0,15.0,35.0,27.0,24.0,31.0,33.0,22.0,21.0
18,3.0,11.0,30.0,12.0,42.0,28.0,29.0,22.0,26.0
