,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.875,1.5,8.0,6.0,15.0
2,82.0,2355.0,2306.0,4941.0,23222.0
3,1.0,8.0,24.0,31.0,31.0
4,0.0,3.0,14.0,15.0,4.0
5,0.0,2.0,6.0,1.0,1.0
6,0.0,130.0,144.0,168.0,241.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,5.0,13.0,35.0,16.0
9,1.0,3.0,17.0,8.0,8.0
10,24.0,390.0,2011.0,2523.0,965.0
11,0.0,63.0,100.0,90.0,23.0
12,1.0,4.0,0.0,5.0,25.0
13,3.0,24.0,96.0,91.0,82.0
14,0.0,1.0,1.0,1.0,0.0
15,0.0,0.0,1.0,0.0,0.0
16,100.0,50.0,75.0,61.0,55.0
17,0.0,25.0,8.0,23.0,23.0
18,0.0,25.0,17.0,16.0,23.0
