,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.5,6.5,9.0,6.5,6.0,30.0,24.0
2,31143.0,37698.0,39016.0,39394.0,29645.0,48749.0,89263.0
3,36.0,38.0,26.0,27.0,25.0,2.0,32.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,43.0,53.0,45.0,35.0,27.0,6.0,28.0
9,12.0,10.0,6.0,7.0,8.0,0.0,14.0
10,3190.0,3420.0,2340.0,2430.0,2250.0,134.0,2880.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,0.0,0.0,4.0,11.0,0.0,33.0,6.0
13,95.0,100.0,68.0,71.0,93.0,5.0,84.0
14,4.0,4.0,3.0,3.0,0.0,0.0,2.0
15,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16,33.0,50.0,38.0,37.0,44.0,0.0,44.0
17,25.0,18.0,19.0,33.0,28.0,0.0,28.0
18,42.0,32.0,42.0,30.0,28.0,100.0,28.0
