,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,15.0,1.5,7.0,22.0,14.0,17.0,6.0,6.0,6.0
2,1038.0,16321.0,25165.0,26384.0,26021.0,26252.0,23716.0,23716.0,23716.0
3,29.0,35.0,34.0,27.0,24.0,24.0,16.0,34.0,34.0
4,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
5,0.0,6.0,5.0,2.0,1.0,1.0,0.0,3.0,2.0
6,604.0,2601.0,1222.0,962.0,0.0,936.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,29.0,23.0,30.0,14.0,9.0,31.0,17.0,44.0,48.0
9,9.0,16.0,13.0,11.0,13.0,7.0,3.0,4.0,10.0
10,1813.0,2601.0,2444.0,962.0,639.0,1872.0,1151.0,2576.0,2912.0
11,62.0,86.0,76.0,37.0,17.0,88.0,81.0,91.0,97.0
12,11.0,5.0,11.0,27.0,31.0,3.0,3.0,3.0,1.0
13,76.0,92.0,89.0,73.0,63.0,96.0,57.0,89.0,89.0
14,5.0,6.0,8.0,4.0,4.0,5.0,1.0,6.0,12.0
15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16,41.0,57.0,50.0,56.0,75.0,50.0,38.0,38.0,35.0
17,28.0,26.0,21.0,11.0,21.0,13.0,19.0,32.0,18.0
18,31.0,17.0,29.0,33.0,4.0,38.0,44.0,29.0,47.0
