,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,21.0,18.0,23.778,18.0,30.0,17.0,33.0,21.0
2,40000.0,40000.0,40000.0,46000.0,46000.0,40000.0,40000.0,125000.0
3,15.0,23.0,9.0,34.0,32.0,27.0,24.0,24.0
4,0.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0
5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
6,0.0,1918.0,0.0,2887.0,1305.0,0.0,406.0,2078.0
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8,3.0,26.0,8.0,50.0,39.0,35.0,25.0,29.0
9,9.0,8.0,1.0,6.0,11.0,7.0,9.0,5.0
10,644.0,1918.0,249.0,2887.0,2610.0,2299.0,2028.0,2078.0
11,47.0,91.0,33.0,94.0,91.0,93.0,92.0,100.0
12,28.0,4.0,19.0,2.0,5.0,10.0,13.0,2.0
13,39.0,61.0,24.0,89.0,84.0,71.0,63.0,67.0
14,0.0,0.0,0.0,1.0,4.0,6.0,3.0,1.0
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,67.0,30.0,89.0,21.0,38.0,52.0,50.0,46.0
17,33.0,35.0,0.0,35.0,19.0,11.0,21.0,13.0
18,0.0,35.0,11.0,44.0,44.0,37.0,29.0,42.0
