,2019-2020,2020-2021,2021-2022
1,13.0,20.0,15.0
2,8235.0,98815.0,98815.0
3,20.0,30.0,21.0
4,0.0,2.0,0.0
5,4.0,1.0,3.0
6,0.0,955.0,0.0
7,0.0,0.0,0.0
8,13.0,18.0,15.0
9,8.0,11.0,5.0
10,1446.0,1910.0,1511.0
11,75.0,77.0,81.0
12,9.0,12.0,8.0
13,80.0,81.0,55.0
14,1.0,1.0,2.0
15,0.0,0.0,0.0
16,75.0,57.0,48.0
17,5.0,23.0,24.0
18,20.0,20.0,29.0
