,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,14.0,17.0,17.0,26.0,30.0
2,11380.0,21328.0,171609.0,171609.0,154481.0
3,27.0,30.0,25.0,26.0,22.0
4,0.0,2.0,1.0,1.0,2.0
5,5.0,1.0,2.0,0.0,1.0
6,0.0,1266.0,1809.0,2207.0,868.0
7,0.0,0.0,0.0,0.0,0.0
8,33.0,34.0,11.0,16.0,12.0
9,11.0,8.0,13.0,11.0,10.0
10,2121.0,2531.0,1809.0,2207.0,1735.0
11,89.0,90.0,76.0,92.0,91.0
12,8.0,4.0,11.0,6.0,4.0
13,71.0,79.0,66.0,68.0,58.0
14,4.0,2.0,7.0,3.0,4.0
15,0.0,0.0,1.0,0.0,0.0
16,52.0,53.0,72.0,73.0,73.0
17,26.0,27.0,24.0,19.0,18.0
18,22.0,20.0,4.0,8.0,9.0
