,2018-2019,2019-2020,2020-2021,2021-2022
1,11.0,11.0,11.0,11.0
2,19005.0,20092.0,35244.0,35244.0
3,34.0,34.0,33.0,22.0
4,14.0,11.0,5.0,1.0
5,5.0,3.0,0.0,0.0
6,174.0,250.0,407.0,671.0
7,0.0,0.0,0.0,0.0
8,24.0,23.0,23.0,9.0
9,11.0,13.0,12.0,5.0
10,2433.0,2749.0,2033.0,671.0
11,79.0,97.0,70.0,18.0
12,9.0,3.0,12.0,22.0
13,89.0,89.0,87.0,58.0
14,9.0,14.0,10.0,6.0
15,0.0,0.0,1.0,0.0
16,38.0,35.0,24.0,18.0
17,41.0,35.0,27.0,36.0
18,21.0,29.0,48.0,45.0
