,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.3,11.0,21.0,11.0,24.0,23.0
2,5847.0,21130.0,45751.0,91569.0,61569.0,91569.0
3,30.0,18.0,10.0,24.0,27.0,3.0
4,0.0,0.0,0.0,1.0,2.0,0.0
5,5.0,2.0,1.0,2.0,4.0,0.0
6,0.0,0.0,0.0,1547.0,1062.0,0.0
7,1.0,0.0,0.0,0.0,1.0,0.0
8,33.0,19.0,11.0,22.0,38.0,1.0
9,13.0,5.0,2.0,4.0,7.0,1.0
10,2498.0,1503.0,601.0,1547.0,2124.0,128.0
11,93.0,94.0,60.0,75.0,93.0,67.0
12,7.0,3.0,21.0,16.0,2.0,5.0
13,79.0,47.0,26.0,63.0,71.0,8.0
14,2.0,1.0,0.0,2.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,53.0,39.0,40.0,54.0,44.0,33.0
17,23.0,33.0,30.0,21.0,22.0,33.0
18,23.0,28.0,30.0,25.0,33.0,33.0
