,2019-2020,2020-2021,2021-2022
1,4.0,10.0,4.0
2,16469.0,42326.0,42326.0
3,13.0,26.0,18.0
4,0.0,0.0,1.0
5,2.0,1.0,3.0
6,0.0,0.0,348.0
7,0.0,1.0,0.0
8,23.0,17.0,4.0
9,1.0,9.0,4.0
10,848.0,1401.0,348.0
11,69.0,62.0,6.0
12,16.0,11.0,26.0
13,38.0,76.0,53.0
14,0.0,0.0,1.0
15,0.0,0.0,0.0
16,15.0,42.0,44.0
17,15.0,15.0,28.0
18,69.0,42.0,28.0
