,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,19.0,14.0,19.0,19.0,23.0,17.0,30.0,24.0
2,19565.0,21789.0,69039.0,83268.0,86167.0,86990.0,86957.0,178362.0,178362.0
3,31.0,34.0,33.0,36.0,34.0,36.0,35.0,36.0,33.0
4,4.0,11.0,8.0,5.0,7.0,9.0,8.0,3.0,2.0
5,5.0,5.0,4.0,6.0,8.0,7.0,3.0,4.0,10.0
6,604.0,266.0,342.0,638.0,429.0,340.0,378.0,1038.0,1353.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,37.0,28.0,39.0,56.0,33.0,31.0,49.0,43.0,32.0
9,7.0,11.0,6.0,7.0,11.0,13.0,6.0,8.0,11.0
10,2415.0,2923.0,2734.0,3192.0,3001.0,3062.0,3024.0,3113.0,2705.0
11,90.0,97.0,91.0,100.0,100.0,97.0,100.0,100.0,97.0
12,3.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0
13,82.0,89.0,87.0,95.0,89.0,95.0,92.0,95.0,87.0
14,6.0,14.0,9.0,9.0,16.0,5.0,5.0,4.0,3.0
15,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16,29.0,59.0,33.0,36.0,59.0,42.0,34.0,39.0,45.0
17,29.0,26.0,27.0,19.0,18.0,42.0,29.0,33.0,21.0
18,42.0,15.0,39.0,44.0,24.0,17.0,37.0,28.0,33.0
