,2018-2019,2020-2021,2021-2022
1,6.5,8.0,9.0
2,28327.0,28327.0,28327.0
3,19.0,31.0,36.0
4,1.0,0.0,2.0
5,0.0,0.0,0.0
6,1139.0,0.0,1296.0
7,1.0,0.0,0.0
8,16.0,26.0,30.0
9,4.0,11.0,19.0
10,1139.0,1880.0,2592.0
11,68.0,55.0,72.0
12,6.0,17.0,10.0
13,50.0,310.0,95.0
14,4.0,6.0,4.0
15,1.0,0.0,0.0
16,42.0,45.0,47.0
17,26.0,26.0,25.0
18,32.0,29.0,28.0
