,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,19.0,15.0,14.0,13.0,25.0,17.0,11.0,24.0,18.0
2,120000.0,120000.0,114181.0,131358.0,135937.0,137238.0,152505.0,228757.0,152505.0
3,31.0,22.0,31.0,37.0,36.0,33.0,35.0,27.0,36.0
4,16.0,4.0,8.0,29.0,16.0,9.0,16.0,7.0,13.0
5,2.0,2.0,5.0,9.0,4.0,6.0,7.0,4.0,7.0
6,124.0,233.0,245.0,105.0,189.0,287.0,178.0,261.0,190.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22.0,10.0,24.0,31.0,23.0,38.0,43.0,33.0,20.0
9,13.0,8.0,5.0,14.0,16.0,9.0,7.0,7.0,13.0
10,1986.0,932.0,1957.0,3049.0,3018.0,2579.0,2854.0,1826.0,2473.0
11,74.0,50.0,68.0,89.0,92.0,85.0,89.0,74.0,75.0
12,8.0,19.0,13.0,4.0,4.0,6.0,7.0,11.0,11.0
13,82.0,58.0,82.0,97.0,95.0,87.0,92.0,71.0,95.0
14,4.0,1.0,4.0,4.0,6.0,9.0,4.0,2.0,2.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,71.0,50.0,58.0,73.0,58.0,45.0,51.0,37.0,64.0
17,13.0,23.0,29.0,8.0,22.0,30.0,20.0,30.0,25.0
18,16.0,27.0,13.0,19.0,19.0,24.0,29.0,33.0,11.0
