,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,21.875,30.0,29.0,18.0,24.0,33.0
2,3000.0,12000.0,40000.0,40000.0,40000.0,180000.0
3,7.0,19.0,29.0,38.0,36.0,32.0
4,0.0,1.0,1.0,4.0,2.0,2.0
5,0.0,1.0,12.0,13.0,7.0,12.0
6,0.0,1574.0,2462.0,794.0,1516.0,1427.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,17.0,14.0,31.0,40.0,22.0
9,2.0,9.0,16.0,15.0,11.0,18.0
10,164.0,1574.0,2462.0,3176.0,3031.0,2853.0
11,29.0,95.0,93.0,92.0,94.0,100.0
12,21.0,17.0,6.0,3.0,2.0,2.0
13,18.0,50.0,76.0,100.0,95.0,84.0
14,0.0,3.0,3.0,5.0,2.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,71.0,53.0,86.0,84.0,53.0,72.0
17,14.0,32.0,10.0,8.0,22.0,22.0
18,14.0,16.0,3.0,8.0,25.0,6.0
