,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,21.875,10.0,22.0,21.875,30.0,29.0,18.0,24.0,33.0
2,60000.0,60000.0,80000.0,80000.0,100000.0,100000.0,100000.0,100000.0,140000.0
3,35.0,37.0,17.0,24.0,27.0,32.0,30.0,21.0,35.0
4,4.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
5,7.0,9.0,3.0,4.0,1.0,3.0,5.0,1.0,5.0
6,782.0,543.0,645.0,2116.0,2171.0,1986.0,560.0,1704.0,1299.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,42.0,45.0,16.0,28.0,21.0,14.0,14.0,23.0,22.0
9,10.0,14.0,7.0,7.0,14.0,19.0,15.0,5.0,19.0
10,3129.0,3256.0,1290.0,2116.0,2171.0,1986.0,2238.0,1704.0,2597.0
11,100.0,97.0,88.0,100.0,93.0,66.0,87.0,95.0,83.0
12,0.0,1.0,4.0,0.0,6.0,12.0,5.0,3.0,6.0
13,92.0,97.0,45.0,63.0,71.0,84.0,79.0,55.0,92.0
14,4.0,6.0,1.0,7.0,1.0,1.0,2.0,0.0,3.0
15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,71.0,49.0,53.0,58.0,52.0,81.0,90.0,43.0,74.0
17,14.0,22.0,29.0,25.0,37.0,16.0,7.0,33.0,20.0
18,14.0,30.0,18.0,17.0,11.0,3.0,3.0,24.0,6.0
