,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,14.0,13.857,12.0,13.857,4.0,13.857,15.0,25.0,9.0
2,54892.0,54266.0,47728.0,45867.0,72975.0,75445.0,97597.0,97662.0,97662.0
3,35.0,36.0,37.0,36.0,37.0,38.0,38.0,35.0,37.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8,53.0,32.0,47.0,34.0,47.0,30.0,33.0,32.0,33.0
9,9.0,15.0,11.0,15.0,9.0,17.0,17.0,13.0,14.0
10,3150.0,3109.0,3330.0,3240.0,3330.0,3420.0,3420.0,3150.0,3240.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
13,92.0,95.0,97.0,95.0,97.0,100.0,100.0,92.0,97.0
14,5.0,1.0,2.0,5.0,4.0,0.0,0.0,2.0,1.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,43.0,39.0,35.0,53.0,49.0,53.0,53.0,63.0,73.0
17,17.0,42.0,35.0,19.0,14.0,32.0,24.0,29.0,19.0
18,40.0,19.0,30.0,28.0,38.0,16.0,24.0,9.0,8.0
